commentId,postId,message,created_time,likeCount,text_clean,text_len,created_dt
1247838953485452_644049295242447,809004609121697_1247838953485452,Em chờ mãi,2025-03-15T15:32:24.000Z,0,em chờ mãi,10,2025-03-15 15:32:24+00:00
1247838953485452_608106612224528,809004609121697_1247838953485452,Hay lắm ạ,2025-03-15T14:57:20.000Z,0,hay lắm ạ,9,2025-03-15 14:57:20+00:00
1247838953485452_981736507382115,809004609121697_1247838953485452,Lẹ lẹ mn ui,2025-03-15T15:34:49.000Z,0,lẹ lẹ mn ui,11,2025-03-15 15:34:49+00:00
1247838953485452_2403304643353566,809004609121697_1247838953485452,Cuộc thi bổ ích cho các bạn sinh viên yêu thích dữ liệu đây rồi,2025-03-15T13:09:09.000Z,2,cuộc thi bổ ích cho các bạn sinh viên yêu thích dữ liệu đây rồi,63,2025-03-15 13:09:09+00:00
1247838953485452_593686730335471,809004609121697_1247838953485452,Hay quá,2025-03-15T14:57:12.000Z,0,hay quá,7,2025-03-15 14:57:12+00:00
1247838953485452_648179044835962,809004609121697_1247838953485452,quá là me,2025-03-15T14:55:43.000Z,0,quá là me,9,2025-03-15 14:55:43+00:00
1247838953485452_886512243499256,809004609121697_1247838953485452,Xịn quaaaaaa,2025-03-15T16:52:17.000Z,0,xịn quaa,8,2025-03-15 16:52:17+00:00
1247838953485452_612434828287778,809004609121697_1247838953485452,Hấp dẫn quá ạ,2025-03-15T15:35:23.000Z,0,hấp dẫn quá ạ,13,2025-03-15 15:35:23+00:00
1247838953485452_963227005923676,809004609121697_1247838953485452,Em rất thích,2025-03-15T14:31:45.000Z,0,em rất thích,12,2025-03-15 14:31:45+00:00
1247838953485452_1304542407885178,809004609121697_1247838953485452,Mọi người tham gia nhé Nguyen Kieu Trang :))),2025-03-15T15:14:08.000Z,0,mọi người tham gia nhé nguyen kieu trang :)),44,2025-03-15 15:14:08+00:00
1247838953485452_1795533341294526,809004609121697_1247838953485452,Dky thôiii,2025-03-15T15:35:14.000Z,0,dky thôii,9,2025-03-15 15:35:14+00:00
1247838953485452_983207220113361,809004609121697_1247838953485452,Em sẵn sàng rồi,2025-03-15T14:20:28.000Z,0,em sẵn sàng rồi,15,2025-03-15 14:20:28+00:00
1247838953485452_623130567253592,809004609121697_1247838953485452,Em ieu khoa,2025-03-15T14:21:51.000Z,0,em ieu khoa,11,2025-03-15 14:21:51+00:00
1247838953485452_652679567313114,809004609121697_1247838953485452,em đã đkiii,2025-03-15T16:52:27.000Z,0,em đã đkii,10,2025-03-15 16:52:27+00:00
1247838953485452_1221586119570913,809004609121697_1247838953485452,Chỉ chờ đến ngày mở form 🥺,2025-03-15T14:10:10.000Z,0,chỉ chờ đến ngày mở form 🥺,26,2025-03-15 14:10:10+00:00
1247838953485452_2013953609016299,809004609121697_1247838953485452,Mê quá,2025-03-15T13:22:05.000Z,0,mê quá,6,2025-03-15 13:22:05+00:00
1247838953485452_1009979587671937,809004609121697_1247838953485452,Ui hấp dẫn quá ạ,2025-03-15T13:07:28.000Z,0,ui hấp dẫn quá ạ,16,2025-03-15 13:07:28+00:00
1247838953485452_855418350043837,809004609121697_1247838953485452,Quang Huy Điêu Tuấn Phong đi thi rồi làm ít vốn khởi nghiệp để hẹn nhau ở Sen Tây Hồ nào ☺️,2025-03-15T14:07:30.000Z,2,quang huy điêu tuấn phong đi thi rồi làm ít vốn khởi nghiệp để hẹn nhau ở sen tây hồ nào ☺️,91,2025-03-15 14:07:30+00:00
1247838953485452_665841722552789,809004609121697_1247838953485452,Tìm đội thi thôi nào,2025-03-15T14:58:33.000Z,0,tìm đội thi thôi nào,20,2025-03-15 14:58:33+00:00
1247838953485452_1422324579176673,809004609121697_1247838953485452,Tuyệt vời quá,2025-03-16T00:37:46.000Z,0,tuyệt vời quá,13,2025-03-16 00:37:46+00:00
1247838953485452_8878120222294595,809004609121697_1247838953485452,Đki ngay thôii,2025-03-16T00:37:38.000Z,0,đki ngay thôii,14,2025-03-16 00:37:38+00:00
1247838953485452_2980588715454993,809004609121697_1247838953485452,Pham Van Anh Nguyễn Ngọc Minh Châu 2 kỹ sư nghe rõ trả lời 😇,2025-03-15T14:11:35.000Z,0,pham van anh nguyễn ngọc minh châu 2 kỹ sư nghe rõ trả lời 😇,60,2025-03-15 14:11:35+00:00
1247838953485452_1308126313753266,809004609121697_1247838953485452,Tấn Lộc học data giỏi nhất khoa,2025-03-15T13:25:38.000Z,2,tấn lộc học data giỏi nhất khoa,31,2025-03-15 13:25:38+00:00
1247838953485452_2044390663053400,809004609121697_1247838953485452,Đăng kí ngay thôii,2025-03-15T14:26:56.000Z,0,đăng kí ngay thôii,18,2025-03-15 14:26:56+00:00
1247838953485452_618492771014640,809004609121697_1247838953485452,Đỉnh quá ạ,2025-03-15T14:26:46.000Z,0,đỉnh quá ạ,10,2025-03-15 14:26:46+00:00
1247838953485452_692480193112199,809004609121697_1247838953485452,Tuyệt tuyệt,2025-03-16T00:37:54.000Z,0,tuyệt tuyệt,11,2025-03-16 00:37:54+00:00
1247838953485452_1160264299161652,809004609121697_1247838953485452,Thú vị,2025-03-15T13:32:02.000Z,0,thú vị,6,2025-03-15 13:32:02+00:00
1247838953485452_960694542905749,809004609121697_1247838953485452,Hong Hanh Ang Phương tôi mê rồi các bạn thì sao,2025-03-15T16:04:47.000Z,1,hong hanh ang phương tôi mê rồi các bạn thì sao,47,2025-03-15 16:04:47+00:00
1247838953485452_3608929886074896,809004609121697_1247838953485452,Hấp dẫn quá ạ,2025-03-15T14:27:02.000Z,0,hấp dẫn quá ạ,13,2025-03-15 14:27:02+00:00
1247838953485452_547287748399967,809004609121697_1247838953485452,mê......,2025-03-16T01:50:22.000Z,0,mê..,4,2025-03-16 01:50:22+00:00
1247838953485452_2079363562573681,809004609121697_1247838953485452,Thang Nguyen Tấn Lộc kìa,2025-03-15T13:10:35.000Z,2,thang nguyen tấn lộc kìa,24,2025-03-15 13:10:35+00:00
1247838953485452_867146175507562,809004609121697_1247838953485452,Uiii,2025-03-15T16:03:24.000Z,0,uii,3,2025-03-15 16:03:24+00:00
1247838953485452_583764164695412,809004609121697_1247838953485452,Yahuuuuu,2025-03-15T15:32:35.000Z,0,yahuu,5,2025-03-15 15:32:35+00:00
1247838953485452_1013686707329419,809004609121697_1247838953485452,no1,2025-03-15T14:56:23.000Z,0,no1,3,2025-03-15 14:56:23+00:00
1247838953485452_666380019176153,809004609121697_1247838953485452,let's go,2025-03-15T14:21:03.000Z,0,let's go,8,2025-03-15 14:21:03+00:00
1247838953485452_2656234571231732,809004609121697_1247838953485452,top 1,2025-03-15T14:01:39.000Z,0,top 1,5,2025-03-15 14:01:39+00:00
1247838953485452_2362152367484281,809004609121697_1247838953485452,Lăng Xuyến go goo =)))),2025-03-15T14:40:39.000Z,2,lăng xuyến go goo =)),21,2025-03-15 14:40:39+00:00
1247413030194711_4181349085486299,809004609121697_1247413030194711,10 đỉm,2025-03-15T07:33:38.000Z,0,10 đỉm,6,2025-03-15 07:33:38+00:00
1247413030194711_1279855336414657,809004609121697_1247413030194711,Đỉnk quáaaaaa,2025-03-15T04:17:43.000Z,0,đỉnk quáaa,10,2025-03-15 04:17:43+00:00
1247413030194711_1158112789437009,809004609121697_1247413030194711,mê,2025-03-15T07:33:34.000Z,0,mê,2,2025-03-15 07:33:34+00:00
1245716103697737_388239497716921,809004609121697_1245716103697737,Xịn xò quá ạ,2025-03-13T03:11:13.000Z,0,xịn xò quá ạ,12,2025-03-13 03:11:13+00:00
1245716103697737_617072484465306,809004609121697_1245716103697737,Suýt thì có giải 😔,2025-03-13T03:10:19.000Z,4,suýt thì có giải :neg_emo:,26,2025-03-13 03:10:19+00:00
1245716103697737_677802201530437,809004609121697_1245716103697737,năm sau phải đăng ký mới được,2025-03-14T05:18:20.000Z,0,năm sau phải đăng ký mới được,29,2025-03-14 05:18:20+00:00
1245716103697737_1014860097161667,809004609121697_1245716103697737,cháy,2025-03-13T03:31:33.000Z,0,cháy,4,2025-03-13 03:31:33+00:00
1245716103697737_1392358388419446,809004609121697_1245716103697737,Cháyyyy 🔥🔥🔥,2025-03-13T02:57:22.000Z,0,cháyy 🔥🔥,8,2025-03-13 02:57:22+00:00
1244034090532605_1000054195384651,809004609121697_1244034090532605,Ngon cỡ này mà không hờ úp húp là thấy các bạng trẻ mắt hơi mờ đấy 🫨,2025-03-11T03:14:04.000Z,0,ngon cỡ này mà không hờ úp húp là thấy các bạng trẻ mắt hơi mờ đấy 🫨,68,2025-03-11 03:14:04+00:00
1244034090532605_640668235327440,809004609121697_1244034090532605,Chất quáaaaa,2025-03-11T04:12:18.000Z,0,chất quáaa,10,2025-03-11 04:12:18+00:00
1243669327235748_1310582786726328,809004609121697_1243669327235748,chúc mừng cả nhàaaa :3,2025-03-10T15:36:41.000Z,0,chúc mừng cả nhàaa :3,21,2025-03-10 15:36:41+00:00
1243669327235748_669647015593626,809004609121697_1243669327235748,Tuyệt quá đi ạ,2025-03-10T15:41:47.000Z,0,tuyệt quá đi ạ,14,2025-03-10 15:41:47+00:00
1243669327235748_1371476770557786,809004609121697_1243669327235748,Chúc mừng nhà mình ạ 🥰,2025-03-10T15:53:58.000Z,0,chúc mừng nhà mình ạ 🥰,22,2025-03-10 15:53:58+00:00
1243669327235748_1216276576523649,809004609121697_1243669327235748,Xinh đẹp tuyệt vờiiii,2025-03-10T15:36:11.000Z,0,xinh đẹp tuyệt vờii,19,2025-03-10 15:36:11+00:00
1243669327235748_1155433723029103,809004609121697_1243669327235748,vua chúa cũng chỉ thế thoi,2025-03-10T15:45:09.000Z,0,vua chúa cũng chỉ thế thoi,26,2025-03-10 15:45:09+00:00
1243669327235748_626866546618802,809004609121697_1243669327235748,đỉnh quá😍,2025-03-10T18:10:33.000Z,0,đỉnh quá :love:,15,2025-03-10 18:10:33+00:00
1243669327235748_1230786762022396,809004609121697_1243669327235748,Chúc mừng 3 đơn vị và các đồng chí Đoàn viên ạaa 🎉🎉🎉,2025-03-10T15:28:23.000Z,0,chúc mừng 3 đơn vị và các đồng chí đoàn viên ạaa 🎉🎉,51,2025-03-10 15:28:23+00:00
1243669327235748_1130645375480400,809004609121697_1243669327235748,Mê 🤭,2025-03-10T16:17:40.000Z,0,mê 🤭,4,2025-03-10 16:17:40+00:00
1243669327235748_498972376596357,809004609121697_1243669327235748,Yêu ạaap,2025-03-10T15:36:01.000Z,0,yêu ạaap,8,2025-03-10 15:36:01+00:00
1243669327235748_1151262256227049,809004609121697_1243669327235748,Minh Nguyễn lần đầu trông bỡ ngỡ nhỉ,2025-03-10T15:29:05.000Z,0,minh nguyễn lần đầu trông bỡ ngỡ nhỉ,36,2025-03-10 15:29:05+00:00
1243669327235748_1810107823057643,809004609121697_1243669327235748,tuyệt,2025-03-10T15:34:07.000Z,0,tuyệt,5,2025-03-10 15:34:07+00:00
1243669327235748_639819641995727,809004609121697_1243669327235748,đẹp,2025-03-10T15:30:16.000Z,0,đẹp,3,2025-03-10 15:30:16+00:00
1243229200613094_1014400647414392,809004609121697_1243229200613094,"Chung kết BO5 mà đá hết cả 5 trận luôn, quá kịch tínhh",2025-03-10T01:50:31.000Z,3,"chung kết bo5 mà đá hết cả 5 trận luôn, quá kịch tínhh",54,2025-03-10 01:50:31+00:00
1243229200613094_557178714152709,809004609121697_1243229200613094,thua cả á quân và quán quân hic,2025-03-10T01:50:57.000Z,2,thua cả á quân và quán quân hic,31,2025-03-10 01:50:57+00:00
1243229200613094_1367454101273366,809004609121697_1243229200613094,đuổi sát quá ạ,2025-03-10T01:52:23.000Z,0,đuổi sát quá ạ,14,2025-03-10 01:52:23+00:00
1243229200613094_549030291027339,809004609121697_1243229200613094,"Sao giải có 2 hôm đã hết rồi thế này, chưa kịp enjoy :((, đá tiếp đi các gamer",2025-03-10T02:46:27.000Z,2,"sao giải có 2 hôm đã hết rồi thế này, chưa kịp enjoy :((, đá tiếp đi các gamer",78,2025-03-10 02:46:27+00:00
1243229200613094_612383458266120,809004609121697_1243229200613094,Trần Duy KhánhMai Thai Huy tròn vai,2025-03-10T11:58:34.000Z,1,trần duy khánhmai thai huy tròn vai,35,2025-03-10 11:58:34+00:00
1243229200613094_1250033880243359,809004609121697_1243229200613094,Wa đỉnkk,2025-03-10T01:49:11.000Z,0,wa đỉnkk,8,2025-03-10 01:49:11+00:00
1242604694008878_1305790193984625,809004609121697_1242604694008878,Hóng quáaaa,2025-03-09T07:17:37.000Z,0,hóng quáaa,10,2025-03-09 07:17:37+00:00
1242003187402362_2720335408138795,809004609121697_1242003187402362,Bảng C kịch tính thế,2025-03-08T13:18:27.000Z,2,bảng c kịch tính thế,20,2025-03-08 13:18:27+00:00
1242003187402362_1786384848823577,809004609121697_1242003187402362,Cháy quá 🔥🔥🔥,2025-03-08T13:12:59.000Z,0,cháy quá 🔥🔥,11,2025-03-08 13:12:59+00:00
1242003187402362_917896097087148,809004609121697_1242003187402362,Minh Hoàng Minh Nguyễn t mắc cỡ dùm đấy 👨🏻‍🦽,2025-03-08T13:24:28.000Z,4,minh hoàng minh nguyễn t mắc cỡ dùm đấy 👨🏻‍🦽,44,2025-03-08 13:24:28+00:00
1242003187402362_1833558750811645,809004609121697_1242003187402362,Nguyen Viet Anh vào cket cái nhỉ,2025-03-08T14:46:24.000Z,0,nguyen viet anh vào cket cái nhỉ,32,2025-03-08 14:46:24+00:00
1242003187402362_1326323721742847,809004609121697_1242003187402362,bảng C đội nào cũng quá mạnh,2025-03-08T13:39:30.000Z,0,bảng c đội nào cũng quá mạnh,28,2025-03-08 13:39:30+00:00
1242003187402362_1003230361691216,809004609121697_1242003187402362,giải đấu năm nay căng thẳng quá,2025-03-08T13:39:19.000Z,0,giải đấu năm nay căng thẳng quá,31,2025-03-08 13:39:19+00:00
1241623790773635_1712182733016618,809004609121697_1241623790773635,Khanh Vu Ninh Hải Nam mấy em này top 1 à,2025-03-08T03:20:15.000Z,2,khanh vu ninh hải nam mấy em này top 1 à,40,2025-03-08 03:20:15+00:00
1241623790773635_1284783985969448,809004609121697_1241623790773635,Hoàng Quang Đạt Nguyễn Mạnh Đạt Nguyen Thang chúc mừng nhá,2025-03-08T02:45:33.000Z,4,hoàng quang đạt nguyễn mạnh đạt nguyen thang chúc mừng nhá,58,2025-03-08 02:45:33+00:00
1241623790773635_1176344560516603,809004609121697_1241623790773635,Nguyễn Thế Hoà Hoài Thu Lâm Đức Thịnhh chất ạ,2025-03-08T02:41:52.000Z,1,nguyễn thế hoà hoài thu lâm đức thịnhh chất ạ,45,2025-03-08 02:41:52+00:00
1239022864367061_2001324757020318,809004609121697_1239022864367061,I hope that ni99a guy wins 🦅,2025-03-05T02:23:03.000Z,0,i hope that ni99a guy wins 🦅,28,2025-03-05 02:23:03+00:00
1239022864367061_1188946799237769,809004609121697_1239022864367061,Hồi hộp quáaa,2025-03-05T02:37:17.000Z,1,hồi hộp quáaa,13,2025-03-05 02:37:17+00:00
1239022864367061_606829095568980,809004609121697_1239022864367061,3 bảng thì lấy 3 đầu bảng với 1 nhì vào bán kết hả ad ơi,2025-03-05T02:41:43.000Z,2,3 bảng thì lấy 3 đầu bảng với 1 nhì vào bán kết hả ad ơi,56,2025-03-05 02:41:43+00:00
1239022864367061_1011847444242943,809004609121697_1239022864367061,Chất quáaa,2025-03-05T02:11:27.000Z,0,chất quáaa,10,2025-03-05 02:11:27+00:00
1239022864367061_1822379575193788,809004609121697_1239022864367061,Hoàng Quang Đạt Quang Duy đội nào,2025-03-05T02:30:58.000Z,2,hoàng quang đạt quang duy đội nào,33,2025-03-05 02:30:58+00:00
1239022864367061_1598186277561631,809004609121697_1239022864367061,Liên Chi Hội Khoa Công Nghệ Thông Tin & Kinh Tế Số - Học Viện Ngân Hàng sốp này cử ai đi thi thế ạ,2025-03-05T14:27:55.000Z,0,liên chi hội khoa công nghệ thông tin & kinh tế số - học viện ngân hàng sốp này cử ai đi thi thế ạ,98,2025-03-05 14:27:55+00:00
1236306017972079_1162094978979012,809004609121697_1236306017972079,Nhanh tay ạ 🥰,2025-03-01T13:22:14.000Z,0,nhanh tay ạ 🥰,13,2025-03-01 13:22:14+00:00
1236306017972079_614853371328856,809004609121697_1236306017972079,Chai yooo,2025-03-01T13:23:03.000Z,0,chai yoo,8,2025-03-01 13:23:03+00:00
1234671784802169_1269564374113065,809004609121697_1234671784802169,tôi muốn đăng ký tham gia ạ,2025-02-27T13:23:50.000Z,3,tôi muốn đăng ký tham gia ạ,27,2025-02-27 13:23:50+00:00
1234671784802169_1384644396034167,809004609121697_1234671784802169,K thi hơi phí,2025-02-27T13:04:15.000Z,0,k thi hơi phí,13,2025-02-27 13:04:15+00:00
1234671784802169_2039306683258194,809004609121697_1234671784802169,Quá đã,2025-02-27T13:02:49.000Z,0,quá đã,6,2025-02-27 13:02:49+00:00
1234671784802169_590137534016708,809004609121697_1234671784802169,10 điểm,2025-02-27T13:04:11.000Z,0,10 điểm,7,2025-02-27 13:04:11+00:00
1234671784802169_1190102166013528,809004609121697_1234671784802169,mê 🤩,2025-02-27T13:21:32.000Z,0,mê 🤩,4,2025-02-27 13:21:32+00:00
1234671784802169_9389846564464216,809004609121697_1234671784802169,chơi lun chơi lun,2025-02-27T13:08:02.000Z,0,chơi lun chơi lun,17,2025-02-27 13:08:02+00:00
1234671784802169_1812625189525704,809004609121697_1234671784802169,Mê quá ạa🙆‍♀️🙆‍♀️,2025-02-27T13:12:43.000Z,0,mê quá ạa🙆‍♀️🙆‍♀️,17,2025-02-27 13:12:43+00:00
1234671784802169_28654082107570995,809004609121697_1234671784802169,Ang Phương design mê quá ạ,2025-02-27T13:12:44.000Z,1,ang phương design mê quá ạ,26,2025-02-27 13:12:44+00:00
1234671784802169_644897278074081,809004609121697_1234671784802169,Hữu Bách Thành Vũ  các em cố lên =)),2025-02-27T13:58:05.000Z,0,hữu bách thành vũ các em cố lên =)),35,2025-02-27 13:58:05+00:00
1234671784802169_3808759225937265,809004609121697_1234671784802169,Quang Duy anh tính sao ạ,2025-02-27T13:07:38.000Z,1,quang duy anh tính sao ạ,24,2025-02-27 13:07:38+00:00
1232623251673689_616283464479554,809004609121697_934206395450514,"FC online là Fifa bản nào nhỉ, cài đc trên win 11 ko ad ơi",2025-02-25T05:48:46.000Z,4,"fc online là fifa bản nào nhỉ, cài đc trên win 11 ko ad ơi",58,2025-02-25 05:48:46+00:00
1232623251673689_967978272136497,809004609121697_934206395450514,Lẹt gâuuu,2025-02-25T02:19:12.000Z,0,lẹt gâuu,8,2025-02-25 02:19:12+00:00
1232623251673689_1142246313790659,809004609121697_934206395450514,Chiến hoi nào 🔥,2025-02-25T05:05:09.000Z,0,chiến hoi nào 🔥,15,2025-02-25 05:05:09+00:00
1232623251673689_1198907368474866,809004609121697_934206395450514,Có giải liqi ko ạ :)),2025-02-25T02:28:35.000Z,0,có giải liqi ko ạ :)),21,2025-02-25 02:28:35+00:00
1232623251673689_28501843712763433,809004609121697_934206395450514,Đăng ký liền đi ạ 😍😍😍,2025-02-25T02:04:30.000Z,0,đăng ký liền đi ạ :love: :love: :love:,38,2025-02-25 02:04:30+00:00
1232623251673689_499165289645279,809004609121697_934206395450514,Có giải CS không ạ,2025-02-25T06:16:53.000Z,0,có giải cs không ạ,18,2025-02-25 06:16:53+00:00
1232622841673730_1898577980880522,809004609121697_1232622841673730,tuyệt vờiiiiiiiiii,2025-02-25T02:03:32.000Z,0,tuyệt vờii,10,2025-02-25 02:03:32+00:00
1232622841673730_654918573856448,809004609121697_1232622841673730,Chiến chiến chiến 🔥,2025-02-25T02:09:39.000Z,0,chiến chiến chiến 🔥,19,2025-02-25 02:09:39+00:00
1232622841673730_1165705535175410,809004609121697_1232622841673730,Đăng ký thuiiii,2025-02-25T02:40:40.000Z,0,đăng ký thuii,13,2025-02-25 02:40:40+00:00
1232622841673730_1287132132343202,809004609121697_1232622841673730,Không biết chơi đăng kí được không ạ🥰,2025-02-25T03:14:24.000Z,0,không biết chơi đăng kí được không ạ🥰,37,2025-02-25 03:14:24+00:00
1232622841673730_2647072672349828,809004609121697_1232622841673730,Đăng ký liềnnn,2025-02-25T02:01:09.000Z,0,đăng ký liềnn,13,2025-02-25 02:01:09+00:00
1232622841673730_598993006453515,809004609121697_1232622841673730,Mong chờ quá điiii 😍😍,2025-02-25T04:34:40.000Z,0,mong chờ quá đii :love: :love:,30,2025-02-25 04:34:40+00:00
1232622841673730_969616038567782,809004609121697_1232622841673730,Lập đội liền thui ạa,2025-02-25T03:41:38.000Z,0,lập đội liền thui ạa,20,2025-02-25 03:41:38+00:00
1228834335385914_618118077496007,809004609121697_1228834335385914,Hồi mình còn sv có cuộc thi thế này mà tham gia thì hay quá🤩,2025-02-20T06:13:39.000Z,0,hồi mình còn sv có cuộc thi thế này mà tham gia thì hay quá🤩,60,2025-02-20 06:13:39+00:00
1228834335385914_503899082753030,809004609121697_1228834335385914,"Tham gia thôi, hay quá",2025-02-20T04:05:37.000Z,0,"tham gia thôi, hay quá",22,2025-02-20 04:05:37+00:00
1228834335385914_480502221793755,809004609121697_1228834335385914,đăng kí liền,2025-02-20T04:10:43.000Z,0,đăng kí liền,12,2025-02-20 04:10:43+00:00
1228834335385914_1713932242525581,809004609121697_1228834335385914,Nhat Huy triển thôi bạn,2025-02-20T06:37:49.000Z,0,nhat huy triển thôi bạn,23,2025-02-20 06:37:49+00:00
1228834335385914_1185402296261862,809004609121697_1228834335385914,Hoàng Ngọc Hà a ơi,2025-02-20T05:29:02.000Z,1,hoàng ngọc hà a ơi,18,2025-02-20 05:29:02+00:00
1228834335385914_2113131795765680,809004609121697_1228834335385914,Minh Hoàng nhanh quá kh theo kịp,2025-02-20T08:41:09.000Z,0,minh hoàng nhanh quá kh theo kịp,32,2025-02-20 08:41:09+00:00
1228834335385914_2295803490812912,809004609121697_1228834335385914,Phạm Minh Hoàn anh chọn em 🐧,2025-02-20T04:46:28.000Z,1,phạm minh hoàn anh chọn em 🐧,28,2025-02-20 04:46:28+00:00
1228834335385914_2770780839761169,809004609121697_1228834335385914,Phan Tiến Đạt làm cái giải nữa 😂,2025-02-20T07:13:04.000Z,1,phan tiến đạt làm cái giải nữa :haha:,37,2025-02-20 07:13:04+00:00
1228834335385914_1775043730005333,809004609121697_1228834335385914,Gét go,2025-02-20T05:38:40.000Z,0,gét go,6,2025-02-20 05:38:40+00:00
1225899522346062_1604415663538955,809004609121697_1225899522346062,"Quang Huy ứng tuyển đi anh <("")",2025-02-16T14:38:17.000Z,2,"quang huy ứng tuyển đi anh <("")",31,2025-02-16 14:38:17+00:00
1225899522346062_1680549432864969,809004609121697_1225899522346062,Ngô Thảo Linh ơi,2025-02-16T14:47:41.000Z,1,ngô thảo linh ơi,16,2025-02-16 14:47:41+00:00
1208223327447015_652217600698175,809004609121697_1208223327447015,Quá tuyệt vời,2025-01-24T13:06:41.000Z,0,quá tuyệt vời,13,2025-01-24 13:06:41+00:00
1208223327447015_1150176153345827,809004609121697_1208223327447015,Hạnh phúc khi đc trở về vs gia đình😍,2025-01-24T13:06:49.000Z,0,hạnh phúc khi đc trở về vs gia đình :love:,42,2025-01-24 13:06:49+00:00
932779261658091_1729577597521471,809004609121697_1998131774001869,Linh Hoàng Tô sinh viên k19 thấy mới mẻ chưa ạ =)))))),2024-01-01T02:50:50.000Z,1,linh hoàng tô sinh viên k19 thấy mới mẻ chưa ạ =)),50,2024-01-01 02:50:50+00:00
932779261658091_907237487714938,809004609121697_1998131774001869,Nga Nguyễn Hồng Nhung Nguyễn.T Mỹ Linh khoa mới à 🙆🏻‍♀️,2024-01-01T02:06:26.000Z,0,nga nguyễn hồng nhung nguyễn.t mỹ linh khoa mới à 🙆🏻‍♀️,55,2024-01-01 02:06:26+00:00
932779261658091_1281750886426219,809004609121697_1998131774001869,Bằng ghi hệ thống thông tin sau đi pv tưởng bằng giả thì chớt ạ 🤣🤣,2025-01-13T02:23:16.000Z,0,bằng ghi hệ thống thông tin sau đi pv tưởng bằng giả thì chớt ạ :haha: :haha:,77,2025-01-13 02:23:16+00:00
932779261658091_1116286199735489,809004609121697_1998131774001869,♥️♥️♥️♥️♥️,2024-01-01T02:07:43.000Z,1,♥️♥️♥️♥️♥️,10,2024-01-01 02:07:43+00:00
932779261658091_379055931319539,809004609121697_1998131774001869,Chúc mừng Khoa ạ ❤ \nTên mới thành công mới ❤,2024-01-01T03:23:52.000Z,1,chúc mừng khoa ạ :love: \ntên mới thành công mới :love:,55,2024-01-01 03:23:52+00:00
932779261658091_1889537778174135,809004609121697_1998131774001869,Chào mừng ITDE 🥰🥰🥰,2024-01-01T03:26:15.000Z,1,chào mừng itde 🥰🥰,17,2024-01-01 03:26:15+00:00
932779261658091_668593678813189,809004609121697_1998131774001869,Chúc mừng người Thuyền trưởng đầy tâ m huyết và thành công! Chúc mừng ITDE phát triển vững mạnh!,2024-01-01T13:13:49.000Z,1,chúc mừng người thuyền trưởng đầy tâ m huyết và thành công! chúc mừng itde phát triển vững mạnh!,96,2024-01-01 13:13:49+00:00
932779261658091_299634256368897,809004609121697_1998131774001869,Ây zô thế mình là cựu ITDE à chế 🤣 Ngân Este,2024-01-03T10:09:39.000Z,0,ây zô thế mình là cựu itde à chế :haha: ngân este,49,2024-01-03 10:09:39+00:00
932779261658091_1800548217041692,809004609121697_1998131774001869,Lãnh đạo có tầm nên khoa phát triển nhanh.,2024-01-05T04:15:46.000Z,1,lãnh đạo có tầm nên khoa phát triển nhanh.,42,2024-01-05 04:15:46+00:00
932779261658091_712592397519511,809004609121697_1998131774001869,Tưởng like nhầm page khoa nào :v :v,2024-01-01T02:08:43.000Z,1,tưởng like nhầm page khoa nào :v :v,35,2024-01-01 02:08:43+00:00
1199576671645014_1163007415395362,809004609121697_1199576671645014,Wa đỉnk,2025-01-12T15:36:54.000Z,0,wa đỉnk,7,2025-01-12 15:36:54+00:00
1198439585092056_1566623293990397,809004609121697_1198439585092056,Một thế hệ tuyệt vời 🥰,2025-01-11T03:54:51.000Z,1,một thế hệ tuyệt vời 🥰,22,2025-01-11 03:54:51+00:00
1198439585092056_4072411349709669,809004609121697_1198439585092056,Anh chị đỉnh cáaa 😻,2025-01-11T04:29:43.000Z,0,anh chị đỉnh cáaa 😻,19,2025-01-11 04:29:43+00:00
1198439585092056_3877378879216511,809004609121697_1198439585092056,Chúc mừng cả nhà ITDE ❤️,2025-01-11T03:44:37.000Z,0,chúc mừng cả nhà itde :love:,28,2025-01-11 03:44:37+00:00
1198439585092056_398940656640124,809004609121697_1198439585092056,"Khoa này đỉnh quá, ai cũng giỏi ai cũng mê🥰🥰🥰",2025-01-11T07:44:09.000Z,0,"khoa này đỉnh quá, ai cũng giỏi ai cũng mê🥰🥰",44,2025-01-11 07:44:09+00:00
1198439585092056_3678650165758937,809004609121697_1198439585092056,Mê k lối thoát 😗,2025-01-11T03:22:16.000Z,0,mê k lối thoát 😗,16,2025-01-11 03:22:16+00:00
1198439585092056_631446312876104,809004609121697_1198439585092056,u mê 😍,2025-01-11T04:20:18.000Z,0,u mê :love:,11,2025-01-11 04:20:18+00:00
1198439585092056_1918793481862539,809004609121697_1198439585092056,Khoa gì đỉnkkk zzzx,2025-01-11T03:22:02.000Z,0,khoa gì đỉnkk zzx,17,2025-01-11 03:22:02+00:00
1198439585092056_1879601202845967,809004609121697_1198439585092056,Mê khoa mình quá ạ🌸,2025-01-11T03:47:04.000Z,0,mê khoa mình quá ạ🌸,19,2025-01-11 03:47:04+00:00
1197635595172455_1801820484077048,809004609121697_1197635595172455,aaaaaa đến giờ rồi join thuiiiiiii,2025-01-10T12:42:07.000Z,0,aa đến giờ rồi join thuii,25,2025-01-10 12:42:07+00:00
